Species,Ti,Acc,gene
Lactuca serriola,"Lactuca serriola isolate LAC-131 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",KF486175,trnL
Larix laricina,"Larix laricina tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",DQ087942,trnL
Lathyrus venosus,"Lathyrus venosus isolate HS1178 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",JX505704,trnL
Leersia oryzoides,"Leersia oryzoides tRNA-Leu (trnL) gene, partial sequence; chloroplast",AY792525,trnL
Lepidium densiflorum,"Lepidium densiflorum voucher USAS:Hiiesalu 38 tRNA-Leu (trnL) gene, partial sequence; chloroplast",HM590307,trnL
Lepidium virginicum,"Lepidium virginicum voucher KL04 tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG709393,trnL
Lespedeza capitata,"Lespedeza capitata tRNA-Leu (trnL) gene and trnL-F intergenic spacer, partial sequence; chloroplast",FJ409472,trnL
Linaria vulgaris,"Linaria vulgaris DNA containing partial rpl32 gene, rpl32-trnl IGS and partial trnl gene, haplotype LV1, specimen voucher MIB:ZPL:07800",LR746155,trnL
Lithospermum canescens,"Lithospermum canescens isolate 1592 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",FJ763286,trnL
Lithospermum carolinense,"Lithospermum carolinense tRNA-Leu (trnL) gene, intron; chloroplast",FJ827441,trnL
Lithospermum caroliniense,"Lithospermum caroliniense tRNA-Leu (trnL) gene, intron; chloroplast",EU044914,trnL
Lolium multiflorum,"Lolium multiflorum tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",EF378972,trnL
Lonicera tatarica,"Lonicera tatarica tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",GU076484,trnL
Ludwigia polycarpa,"Ludwigia polycarpa isolate L37 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",KX168188,trnL
Lupinus perennis,"Lupinus perennis strain CSD UConn tRNA-Leu (trnL) gene, partial sequence; chloroplast",DQ417057,trnL
Silene latifolia,"Silene latifolia subsp. alba tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",KJ918506,trnL
Lycopus americanus,"Lycopus americanus voucher DNA3229 TENN tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",MH632049,trnL
Lycopus uniflorus,"Lycopus uniflorus isolate x221 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ667488,trnL
Lysimachia ciliata,"Lysimachia ciliata voucher Unknown rpl32-trnL intergenic spacer region and tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG950964,trnL
Lysimachia thyrsiflora,"Lysimachia thyrsiflora voucher Anderberg s.n. rpl32-trnL intergenic spacer region and tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG951037,trnL
Maianthemum canadense,"Maianthemum canadense isolate IG_Ma_ci_131 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",KY908996,trnL
Medicago lupulina,"Medicago lupulina tRNA-Leu (trnL) gene, intron; chloroplast",DQ311708,trnL
Medicago sativa,"Medicago sativa isolate MX1 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",MH795071,trnL
Melilotus officinalis,"Melilotus officinalis subsp. suaveolens isolate CF030523 tRNA-Phe (trnF) gene, partial sequence; trnF-trnL intergenic spacer, complete sequence; and tRNA-Leu (trnL) gene, partial sequence; chloroplast",MN533700,trnL
Mimulus ringens,"Mimulus ringens tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast gene for chloroplast product",AF479000,trnL
Mirabilis albida,"Mirabilis albida voucher USAS:Hiiesalu 43 tRNA-Leu (trnL) gene, partial sequence; chloroplast",HM590319,trnL
Miscanthus x,"Miscanthus x giganteus chloroplast DNA, tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), isolate: Tashiro-Fumoto type B2",LC060125,trnL
Mollugo verticillata,"Mollugo verticillata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",FJ405003,trnL
Monarda fistulosa,"Monarda fistulosa tRNA-Leu (trnL) gene, partial sequence; chloroplast",AY943458,trnL
Mosla dianthera,"Mosla dianthera voucher C.L. Xiang s.n. tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",KT210326,trnL
Nepeta cataria,"Nepeta cataria isolate x220 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ667487,trnL
Oenothera biennis,"Oenothera biennis trnL gene, partial sequence; trnL-trnF intergenic spacer region, complete sequence; and trnF gene, partial sequence; chloroplast genes for chloroplast products",AY264553,trnL
Oenothera rhombipetala,"Oenothera rhombipetala trnL gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",GU176592,trnL
Oxalis stricta,"Oxalis stricta voucher strictaB tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid",KC602061,trnL
Panicum capillare,"Panicum capillare tRNA-Leu (trnL) gene, intron; chloroplast gene for chloroplast product",AY142721,trnL
Dichanthelium acuminatum,"Dichanthelium acuminatum voucher KL76 tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG709458,trnL
Panicum miliaceum,"Panicum miliaceum from Turkey tRNA-Leu (trnL) gene, intron; chloroplast gene for chloroplast product",AY142738,trnL
Dichanthelium oligosanthes,"Dichanthelium oligosanthes voucher AH06 tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG709387,trnL
Panicum virgatum,"Panicum virgatum voucher KL43 tRNA-Leu (trnL) gene, partial sequence; chloroplast",MG709428,trnL
Parietaria pensylvanica,"Parietaria pensylvanica voucher Hinton 2901, BM tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ179375,trnL
Parthenocissus quinquefolia,"Parthenocissus quinquefolia isolate 8120Mtp5 tRNA-Leu (trnL) gene, partial sequence; chloroplast",HQ108266,trnL
Paspalum setaceum,"Paspalum setaceum voucher PRNPseta tRNA-Leu (trnL) gene, intron; chloroplast",EU627423,trnL
Penstemon digitalis,"Penstemon digitalis trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast",DQ531243,trnL
Penstemon gracilis,"Penstemon gracilis voucher UofC 53574 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; plastid",KX061029,trnL
Phalaris arundinacea,"Phalaris arundinacea plastid:chloroplast DNA containing partial trnL (UAA) exon 5' gene, trnL (UAA) exon 5'-trnF (GAA) IGS and partial trnF (GAA) gene, specimen voucher Doronkin & Bubnova 2264 (NS/NSK)",LR606747,trnL
Phleum pratense,"Phleum pratense voucher US:Soreng et al. 7943 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and trnL-trnF intergenic spacer, partial sequence; chloroplast",KM524084,trnL
Phlox pilosa,"Phlox pilosa subsp. pilosa voucher KSC:C. Ferguson 389 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",KJ686545,trnL
Phryma leptostachya,"Phryma leptostachya var. asiatica voucher Takahashi 1815 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ532486,trnL
Physalis pubescens,"Physalis pubescens voucher CORD:Chiarini et al. 1281 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer region, partial sequence; chloroplast",MH752659,trnL
Physalis virginiana,"Physalis virginiana voucher COLO:Deanna & Smith 238 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer region, partial sequence; chloroplast",MH752665,trnL
Pilea pumila,"Pilea pumila chloroplast trnL gene, intron, partial sequence",LC586481,trnL
Pinus banksiana,"Pinus banksiana tRNA-Thr (trnT) gene, partial sequence; tRNA-Leu (trnL) gene, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF440558,trnL
Pinus strobus,"Pinus strobus tRNA-Leu (trnL) gene, intron sequence; chloroplast gene for chloroplast product",AF479874,trnL
Plantago lanceolata,"Plantago lanceolata tRNA-Leu (trnL) gene, partial sequence; chloroplast",MZ965273,trnL
Plantago major,"Plantago major isolate P-0501 trnT-trnL intergeneric spacer, tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, region; plastid",MN709697,trnL
Poa compressa,"Poa compressa voucher CAN:Gillespie et al. 10338 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",MT273359,trnL
Poa palustris,"Poa palustris voucher Gillespie 6461 CAN trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",DQ354000,trnL
Poa pratensis,"Poa pratensis tRNA-Leu (trnL) gene, partial sequence; chloroplast",MZ965275,trnL
Polygala polygama,"Polygala polygama voucher FLAS:Abbott 24378 tRNA-Leu (trnL) gene, intron",GQ889181,trnL
Polygala sanguinea,"Polygala sanguinea voucher FLAS:Abbott 13655 tRNA-Leu (trnL) gene, intron",GQ889191,trnL
Polygonella articulata,"Polygonella articulata voucher Kim & Lundgren s.n (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF653786,trnL
Persicaria amphibia,"Persicaria amphibia voucher FanDM-037 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",JN235051,trnL
Polygonum amphibium,"Polygonum amphibium voucher Kim & Kim Ch-Ko-91 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF653803,trnL
Persicaria thunbergii,"Persicaria thunbergii chloroplast DNA, trnL intron, partial sequence",LC057225,trnL
Polygonum thunbergii,"Polygonum thunbergii isolate LF13 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",HQ843152,trnL
Fallopia cilinodis,"Fallopia cilinodis voucher TMS13-22 (WFU) tRNA-Leu (trnL) gene, partial sequence; chloroplast",KR537753,trnL
Fallopia convolvulus,"Fallopia convolvulus tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",EU024782,trnL
Persicaria hydropiper,"Persicaria hydropiper voucher FanDM-030 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",JN235045,trnL
Persicaria lapathifolia,"Persicaria lapathifolia voucher 9017 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",KM609463,trnL
Persicaria pensylvanica,"Persicaria pensylvanica voucher Kim, Donoghue & Sultan 14 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF653808,trnL
Persicaria maculosa,"Persicaria maculosa tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EU197031,trnL
Persicaria sagittata,"Persicaria sagittata voucher Kim 650 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF653799,trnL
Fallopia scandens,"Fallopia scandens voucher Kim 504 (YU) tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF653785,trnL
Populus balsamifera,"Populus balsamifera isolate HAY10 tRNA-Leu (trnL) gene, intron; chloroplast",JN873698,trnL
Populus deltoides,"Populus deltoides voucher MH003 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",MH573966,trnL
Populus grandidentata,"Populus grandidentata trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast",KF940779,trnL
Populus tremuloides,"Populus tremuloides trnT-trnL intergenic spacer and tRNA-Leu (trnL) gene, partial sequence; chloroplast",KF940773,trnL
Portulaca oleracea,"Portulaca oleracea voucher E11_K1246_Portulaca_oleracea tRNA-Leu (trnL) gene, intron; chloroplast",KR738029,trnL
Potentilla argentea,"Potentilla argentea isolate xt_plant54 tRNA-Leu (trnL) gene, intron; chloroplast",KJ746328,trnL
Drymocallis agrimonioides,"Drymocallis agrimonioides tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",FJ422289,trnL
Potentilla norvegica,"Potentilla norvegica isolate Ptl2714 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",GQ384630,trnL
Comarum palustre,"Comarum palustre isolate 1010o tRNA-Leu (trnL) gene, partial sequence; chloroplast",GQ244817,trnL
Potentilla recta,"Potentilla recta isolate Ptl5406 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",GQ384708,trnL
Potentilla simplex,"Potentilla simplex isolate Ptl5429 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",GQ384717,trnL
Prunella vulgaris,"Prunella vulgaris isolate x314 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ667508,trnL
Prunus americana,"Prunus americana voucher JSh038 tRNA-Leu (trnL) gene, intron; chloroplast",AY500743,trnL
Prunus pensylvanica,"Prunus pensylvanica isolate 2043 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast",HQ244088,trnL
Prunus pumila,"Prunus pumila isolate 059 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast",HQ244112,trnL
Prunus serotina,"Prunus serotina voucher JSh s.n. tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",JX414453,trnL
Prunus virginiana,"Prunus virginiana isolate 429 tRNA-Leu (trnL), trnL-trnF intergenic spacer and tRNA-Phe (trnF), region; chloroplast",HQ244173,trnL
Pycnanthemum virginianum,"Pycnanthemum virginianum isolate x313 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",DQ667507,trnL
Pyrola rotundifolia,"Pyrola rotundifolia voucher KUN:Z.W.Liu 065 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",FJ378616,trnL
Malus x,"Malus x domestica clone 16 tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",JX122471,trnL
Malus domestica,"Malus domestica isolate P48 tRNA-Leu (trnL) gene, partial sequence; chloroplast",KF718333,trnL
Quercus alba,"Quercus alba tRNA-Leu (trnL) gene, partial sequence; plastid",KF418963,trnL
Quercus petraea,"Quercus petraea subsp. pinnatiloba voucher BEL5b tRNA-Thr (trnT) gene, partial sequence; trnT-trnL intergenic spacer, tRNA-Leu (trnL) gene, and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",MT934675,trnL
Rhamnus cathartica,"Rhamnus cathartica tRNA-Leu (trnL) gene, partial sequence; chloroplast",KX668081,trnL
Frangula alnus,"Frangula alnus tRNA-Leu (trnL) gene, intron; chloroplast",HQ323903,trnL
Frangula baetica,"Frangula baetica chloroplast tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence",AY626429,trnL
Rhus glabra,"Rhus glabra isolate A130 tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; plastid",MG584486,trnL
Toxicodendron radicans,"Toxicodendron radicans tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",AY594540,trnL
Rhus typhina,"Rhus typhina isolate A62 tRNA-Leu (trnL) and tRNA-Phe (trnF) genes, partial sequence; plastid",MG584490,trnL
Robinia pseudoacacia,"Robinia pseudoacacia isolate BH1987rp tRNA-Leu (trnL) gene, intron; chloroplast",AF529391,trnL
Rosa arkansana,"Rosa arkansana voucher USAS:Hiiesalu 53 tRNA-Leu (trnL) gene, partial sequence; chloroplast",HM590339,trnL
Rubus allegheniensis,"Rubus allegheniensis tRNA-Leu (trnL) gene, partial sequence; trnL-F intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",KF977458,trnL
Rubus idaeus,"Rubus idaeus Indian Summer chloroplast trnL gene, trnL-trnF intergenic spacer and trnF gene, partial sequence",LC515941,trnL
Rubus occidentalis,"Rubus occidentalis tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",EF055333,trnL
Rudbeckia hirta,"Rudbeckia hirta tRNA-Leu (trnL) gene, partial sequence; chloroplast gene for chloroplast product",AY216108,trnL
Rumex acetosella,"Rumex acetosella isolate 1440o tRNA-Leu (trnL) gene, partial sequence; chloroplast",GQ245413,trnL
Salix bebbiana,"Salix bebbiana isolate 0260g tRNA-Leu (trnL) gene, partial sequence; chloroplast",GQ245431,trnL
Salsola kali,"Salsola kali tRNA-Leu (trnL) gene, partial sequence; chloroplast",DQ499392,trnL
Micranthes pensylvanica,"Micranthes pensylvanica voucher ML 022 tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",MK682308,trnL
Schizachne purpurascens,"Schizachne purpurascens tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast",KF977446,trnL
Schizachyrium scoparium,"Schizachyrium scoparium voucher Franklin 2406 (GH) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, partial sequence; chloroplast",MW221022,trnL
Scutellaria galericulata,"Scutellaria galericulata tRNA-Leu (trnL) gene, partial sequence; trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence, isolate Scu001",OU991557,trnL
Secale cereale,"Secale cereale tRNA-Leu (trnL) gene, partial sequence; chloroplast",GU595140,trnL
